problem,solver,cost,gradient_norm_l2,damping,iters,cumulative_inner_solve_time,eta,cameras,points,cumulative_inner_solve_flops,loss,cumulative_solve_time,cumulative_solve_flops,nodes
42,pbjacobi,7.82296e-07,0.000498357,8.71259,2,25.3946,0.01,26389,29040,1.23033e+11,huber,54.4855,2.77203e+11,4
43,pbjacobi,7.82295e-07,0.000498363,11.6935,2,25.4785,0.01,26389,29040,1.23143e+11,huber,55.219,2.80983e+11,4
44,pbjacobi,7.82295e-07,0.000498369,15.6944,2,25.5623,0.01,26389,29040,1.23253e+11,huber,55.9523,2.84764e+11,4
45,pbjacobi,7.82294e-07,0.000498374,21.0639,2,25.646,0.01,26389,29040,1.23363e+11,huber,56.6855,2.88544e+11,4
46,pbjacobi,7.82294e-07,0.000498378,28.2703,2,25.73,0.01,26389,29040,1.23473e+11,huber,57.4204,2.92325e+11,4
47,pbjacobi,7.82294e-07,0.000498381,37.9425,2,25.8139,0.01,26389,29040,1.23583e+11,huber,58.1572,2.96106e+11,4
48,pbjacobi,7.82294e-07,0.000498384,50.9228,2,25.8977,0.01,26389,29040,1.23693e+11,huber,58.8905,2.99886e+11,4
49,pbjacobi,7.82294e-07,0.000498385,68.3432,2,25.9814,0.01,26389,29040,1.23803e+11,huber,59.6233,3.03667e+11,4
50,pbjacobi,7.82294e-07,0.000498386,91.7192,2,26.0651,0.01,26389,29040,1.23913e+11,huber,60.356,3.07447e+11,4
51,pbjacobi,7.82294e-07,0.000498387,123.103,2,26.1489,0.01,26389,29040,1.24023e+11,huber,61.0889,3.11228e+11,4
52,pbjacobi,7.82293e-07,0.000498388,165.225,2,26.2328,0.01,26389,29040,1.24133e+11,huber,61.8235,3.15009e+11,4
53,pbjacobi,7.82293e-07,0.000498388,221.737,2,26.3164,0.01,26389,29040,1.24242e+11,huber,62.5566,3.18789e+11,4
54,pbjacobi,7.82293e-07,0.000498389,297.588,2,26.4006,0.01,26389,29040,1.24352e+11,huber,63.291,3.2257e+11,4
55,pbjacobi,7.82293e-07,0.000498389,399.345,2,26.4844,0.01,26389,29040,1.24462e+11,huber,64.0239,3.26351e+11,4
56,pbjacobi,7.82293e-07,0.000498389,536.026,2,26.5685,0.01,26389,29040,1.24572e+11,huber,64.758,3.30131e+11,4
57,pbjacobi,7.82293e-07,0.000498389,719.609,2,26.6522,0.01,26389,29040,1.24682e+11,huber,65.4912,3.33912e+11,4
58,pbjacobi,7.82293e-07,0.00049839,965.296,2,26.7358,0.01,26389,29040,1.24792e+11,huber,66.2462,3.37692e+11,4
59,pbjacobi,7.82293e-07,0.000498389,1295.6,2,26.8196,0.01,26389,29040,1.24902e+11,huber,66.9794,3.41473e+11,4
60,pbjacobi,7.82293e-07,0.000498389,1739.51,2,26.9034,0.01,26389,29040,1.25012e+11,huber,67.7126,3.45254e+11,4
61,pbjacobi,7.82293e-07,0.000498389,2332.95,2,26.989,0.01,26389,29040,1.25122e+11,huber,68.4482,3.49034e+11,4
62,pbjacobi,7.82293e-07,0.000498389,3132.56,2,27.0727,0.01,26389,29040,1.25232e+11,huber,69.182,3.52815e+11,4
63,pbjacobi,7.82293e-07,0.000498389,4208.04,2,27.1565,0.01,26389,29040,1.25342e+11,huber,69.9148,3.56595e+11,4
64,pbjacobi,7.82293e-07,0.00049839,5642.38,2,27.2403,0.01,26389,29040,1.25452e+11,huber,70.6477,3.60376e+11,4
65,pbjacobi,7.82293e-07,0.00049839,7567.51,2,27.3243,0.01,26389,29040,1.25562e+11,huber,71.3811,3.64157e+11,4
66,pbjacobi,7.82293e-07,0.00049839,10157.7,2,27.4081,0.01,26389,29040,1.25671e+11,huber,72.1141,3.67937e+11,4
67,pbjacobi,7.82293e-07,0.00049839,13626.7,2,27.4919,0.01,26389,29040,1.25781e+11,huber,72.8477,3.71718e+11,4
68,pbjacobi,7.82293e-07,0.00049839,18304.9,2,27.5758,0.01,26389,29040,1.25891e+11,huber,73.6018,3.75499e+11,4
69,pbjacobi,7.82293e-07,0.00049839,24582.5,2,27.6597,0.01,26389,29040,1.26001e+11,huber,74.3352,3.79279e+11,4
70,pbjacobi,7.82293e-07,0.00049839,32902.4,2,27.7435,0.01,26389,29040,1.26111e+11,huber,75.0687,3.8306e+11,4
71,pbjacobi,7.82293e-07,0.00049839,44780.6,2,27.8275,0.01,26389,29040,1.26221e+11,huber,75.8031,3.8684e+11,4
72,pbjacobi,7.82293e-07,0.00049839,59235.2,2,27.9113,0.01,26389,29040,1.26331e+11,huber,76.5366,3.90621e+11,4
73,pbjacobi,7.82293e-07,0.00049839,80203.6,2,27.9951,0.01,26389,29040,1.26441e+11,huber,77.2702,3.94402e+11,4
74,pbjacobi,7.82293e-07,0.00049839,106757,2,28.0793,0.01,26389,29040,1.26551e+11,huber,78.0046,3.98182e+11,4
75,pbjacobi,7.82293e-07,0.000498391,143920,2,28.1631,0.01,26389,29040,1.26661e+11,huber,78.7377,4.01963e+11,4
76,pbjacobi,7.82293e-07,0.000498392,187870,2,28.2467,0.01,26389,29040,1.26771e+11,huber,79.4703,4.05743e+11,4
77,pbjacobi,7.82293e-07,0.000498392,277387,2,28.3306,0.01,26389,29040,1.26881e+11,huber,80.2033,4.09524e+11,4
78,pbjacobi,7.82293e-07,0.000498393,353005,2,28.4144,0.01,26389,29040,1.26991e+11,huber,80.9368,4.13305e+11,4
79,pbjacobi,7.82293e-07,0.000498393,544005,2,28.4984,0.01,26389,29040,1.271e+11,huber,81.6706,4.17085e+11,4
80,pbjacobi,7.82293e-07,0.000498394,857855,2,28.5823,0.01,26389,29040,1.2721e+11,huber,82.4038,4.20866e+11,4
81,pbjacobi,7.82293e-07,0.000498394,1.51322e+06,2,28.6659,0.01,26389,29040,1.2732e+11,huber,83.1368,4.24647e+11,4
82,pbjacobi,7.82293e-07,0.000498394,1.66192e+06,2,28.7496,0.01,26389,29040,1.2743e+11,huber,83.8711,4.28427e+11,4
83,pbjacobi,7.82293e-07,0.000498394,3.23745e+06,2,28.8336,0.01,26389,29040,1.2754e+11,huber,84.6055,4.32208e+11,4
84,pbjacobi,7.82293e-07,7822.93,6.47489e+06,2,28.9174,0.01,26389,29040,1.2765e+11,huber,85.3382,4.35988e+11,4
85,pbjacobi,7.82293e-07,7822.93,2.58996e+07,2,29.0011,0.01,26389,29040,1.2776e+11,huber,86.0712,4.39769e+11,4
86,pbjacobi,7.82293e-07,7822.93,2.07197e+08,2,29.0849,0.01,26389,29040,1.2787e+11,huber,86.8049,4.4355e+11,4
87,pbjacobi,7.82293e-07,0.000498394,2.12767e+08,2,29.1687,0.01,26389,29040,1.2798e+11,huber,87.5382,4.4733e+11,4
88,pbjacobi,7.82293e-07,7822.93,4.25534e+08,2,29.2525,0.01,26389,29040,1.2809e+11,huber,88.2712,4.51111e+11,4
89,pbjacobi,7.82293e-07,7822.93,1.70214e+09,2,29.3362,0.01,26389,29040,1.282e+11,huber,89.0039,4.54891e+11,4
90,pbjacobi,7.82293e-07,7822.93,1.36171e+10,2,29.4201,0.01,26389,29040,1.2831e+11,huber,89.7374,4.58672e+11,4
91,pbjacobi,7.82293e-07,0.000498394,1.48881e+10,2,29.5038,0.01,26389,29040,1.28419e+11,huber,90.4709,4.62453e+11,4
92,pbjacobi,7.82293e-07,7822.93,2.97763e+10,2,29.5877,0.01,26389,29040,1.28529e+11,huber,91.2042,4.66233e+11,4
93,pbjacobi,7.82293e-07,7822.93,1.19105e+11,2,29.6713,0.01,26389,29040,1.28639e+11,huber,91.9372,4.70014e+11,4
94,pbjacobi,7.82293e-07,0.000498394,3.97017e+10,2,29.7552,0.01,26389,29040,1.28749e+11,huber,92.6706,4.73795e+11,4
95,pbjacobi,7.82293e-07,0.000498394,1.32339e+10,2,29.8391,0.01,26389,29040,1.28859e+11,huber,93.4038,4.77575e+11,4
96,pbjacobi,7.82293e-07,7822.93,2.64678e+10,2,29.9228,0.01,26389,29040,1.28969e+11,huber,94.1371,4.81356e+11,4
97,pbjacobi,7.82293e-07,0.000498394,2.64615e+10,2,30.0066,0.01,26389,29040,1.29079e+11,huber,94.8704,4.85136e+11,4
98,pbjacobi,7.82293e-07,7822.93,5.2923e+10,2,30.0907,0.01,26389,29040,1.29189e+11,huber,95.6037,4.88917e+11,4
99,pbjacobi,7.82293e-07,7822.93,2.11692e+11,2,30.1745,0.01,26389,29040,1.29299e+11,huber,96.3367,4.92698e+11,4
100,pbjacobi,7.82293e-07,0.000498394,7.0564e+10,2,30.2585,0.01,26389,29040,1.29409e+11,huber,97.0702,4.96478e+11,4
