problem,solver,cost,gradient_norm_l2,damping,iters,cumulative_inner_solve_time,eta,cameras,points,cumulative_inner_solve_flops,loss,cumulative_solve_time,cumulative_solve_flops,nodes
48,pbjacobi,7.81145e-07,0.0004975,46.7916,2,3.91323,0.01,26389,29040,1.24165e+11,huber,12.7108,3.00359e+11,16
49,pbjacobi,7.81145e-07,0.000497502,62.6682,2,3.93114,0.01,26389,29040,1.24275e+11,huber,12.8998,3.04139e+11,16
50,pbjacobi,7.81145e-07,0.000497502,83.9298,2,3.94896,0.01,26389,29040,1.24385e+11,huber,13.0886,3.0792e+11,16
51,pbjacobi,7.81144e-07,0.000497503,112.409,2,3.96688,0.01,26389,29040,1.24495e+11,huber,13.2775,3.11701e+11,16
52,pbjacobi,7.81144e-07,0.000497503,150.555,2,3.98464,0.01,26389,29040,1.24605e+11,huber,13.4665,3.15481e+11,16
53,pbjacobi,7.81144e-07,0.000497505,201.615,2,4.00241,0.01,26389,29040,1.24715e+11,huber,13.6559,3.19262e+11,16
54,pbjacobi,7.81144e-07,0.000497504,270.066,2,4.02028,0.01,26389,29040,1.24825e+11,huber,13.8449,3.23043e+11,16
55,pbjacobi,7.81144e-07,0.000497505,361.666,2,4.03817,0.01,26389,29040,1.24935e+11,huber,14.0339,3.26823e+11,16
56,pbjacobi,7.81144e-07,0.000497505,484.377,2,4.05595,0.01,26389,29040,1.25045e+11,huber,14.223,3.30604e+11,16
57,pbjacobi,7.81144e-07,0.000497505,648.79,2,4.07375,0.01,26389,29040,1.25155e+11,huber,14.4117,3.34384e+11,16
58,pbjacobi,7.81144e-07,0.000497506,868.71,2,4.09149,0.01,26389,29040,1.25265e+11,huber,14.6005,3.38165e+11,16
59,pbjacobi,7.81144e-07,0.000497505,1163.85,2,4.1094,0.01,26389,29040,1.25375e+11,huber,14.7897,3.41946e+11,16
60,pbjacobi,7.81144e-07,0.000497506,1557.79,2,4.12722,0.01,26389,29040,1.25485e+11,huber,14.9785,3.45726e+11,16
61,pbjacobi,7.81144e-07,0.000497505,2085.24,2,4.14501,0.01,26389,29040,1.25594e+11,huber,15.1681,3.49507e+11,16
62,pbjacobi,7.81144e-07,0.000497506,2795.92,2,4.16311,0.01,26389,29040,1.25704e+11,huber,15.3574,3.53287e+11,16
63,pbjacobi,7.81144e-07,0.000497505,3745.44,2,4.18093,0.01,26389,29040,1.25814e+11,huber,15.5463,3.57068e+11,16
64,pbjacobi,7.81144e-07,0.000497506,5019.14,2,4.19865,0.01,26389,29040,1.25924e+11,huber,15.7349,3.60849e+11,16
65,pbjacobi,7.81144e-07,0.000497506,6711.59,2,4.2166,0.01,26389,29040,1.26034e+11,huber,15.9241,3.64629e+11,16
66,pbjacobi,7.81144e-07,0.000497505,8992.51,2,4.23437,0.01,26389,29040,1.26144e+11,huber,16.1194,3.6841e+11,16
67,pbjacobi,7.81144e-07,0.000497505,12030.4,2,4.25218,0.01,26389,29040,1.26254e+11,huber,16.3083,3.72191e+11,16
68,pbjacobi,7.81144e-07,0.000497506,16207.5,2,4.27006,0.01,26389,29040,1.26364e+11,huber,16.4975,3.75971e+11,16
69,pbjacobi,7.81144e-07,0.000497505,21646.2,2,4.2878,0.01,26389,29040,1.26474e+11,huber,16.6928,3.79752e+11,16
70,pbjacobi,7.81144e-07,0.000497505,28627.6,2,4.30566,0.01,26389,29040,1.26584e+11,huber,16.8815,3.83532e+11,16
71,pbjacobi,7.81144e-07,0.000497506,38867.7,2,4.32353,0.01,26389,29040,1.26694e+11,huber,17.0721,3.87313e+11,16
72,pbjacobi,7.81144e-07,0.000497506,51634.9,2,4.34133,0.01,26389,29040,1.26804e+11,huber,17.261,3.91094e+11,16
73,pbjacobi,7.81144e-07,0.000497506,68435.8,2,4.35912,0.01,26389,29040,1.26914e+11,huber,17.4503,3.94874e+11,16
74,pbjacobi,7.81144e-07,0.000497506,92579.3,2,4.37687,0.01,26389,29040,1.27023e+11,huber,17.6392,3.98655e+11,16
75,pbjacobi,7.81144e-07,0.000497506,121983,2,4.39465,0.01,26389,29040,1.27133e+11,huber,17.8281,4.02435e+11,16
76,pbjacobi,7.81144e-07,0.000497507,170156,2,4.41244,0.01,26389,29040,1.27243e+11,huber,18.0172,4.06216e+11,16
77,pbjacobi,7.81144e-07,0.000497508,219703,2,4.43042,0.01,26389,29040,1.27353e+11,huber,18.2061,4.09997e+11,16
78,pbjacobi,7.81144e-07,0.000497508,304397,2,4.44831,0.01,26389,29040,1.27463e+11,huber,18.3953,4.13777e+11,16
79,pbjacobi,7.81144e-07,0.000497509,423615,2,4.46648,0.01,26389,29040,1.27573e+11,huber,18.5844,4.17558e+11,16
80,pbjacobi,7.81144e-07,0.000497509,633461,2,4.48437,0.01,26389,29040,1.27683e+11,huber,18.7733,4.21339e+11,16
81,pbjacobi,7.81144e-07,0.00049751,927625,2,4.50214,0.01,26389,29040,1.27793e+11,huber,18.962,4.25119e+11,16
82,pbjacobi,7.81144e-07,0.00049751,1.49767e+06,2,4.5199,0.01,26389,29040,1.27903e+11,huber,19.1508,4.289e+11,16
83,pbjacobi,7.81144e-07,0.00049751,2.67133e+06,2,4.53777,0.01,26389,29040,1.28013e+11,huber,19.3401,4.3268e+11,16
84,pbjacobi,7.81144e-07,7811.44,5.34265e+06,2,4.55554,0.01,26389,29040,1.28123e+11,huber,19.5289,4.36461e+11,16
85,pbjacobi,7.81144e-07,0.00049751,9.73723e+06,2,4.57329,0.01,26389,29040,1.28233e+11,huber,19.7176,4.40242e+11,16
86,pbjacobi,7.81144e-07,7811.44,1.94745e+07,2,4.59109,0.01,26389,29040,1.28342e+11,huber,19.9064,4.44022e+11,16
87,pbjacobi,7.81144e-07,0.00049751,2.97097e+07,2,4.60887,0.01,26389,29040,1.28452e+11,huber,20.0949,4.47803e+11,16
88,pbjacobi,7.81144e-07,7811.44,5.94194e+07,2,4.62723,0.01,26389,29040,1.28562e+11,huber,20.2844,4.51583e+11,16
89,pbjacobi,7.81144e-07,7811.44,2.37677e+08,2,4.64545,0.01,26389,29040,1.28672e+11,huber,20.4743,4.55364e+11,16
90,pbjacobi,7.81144e-07,0.00049751,2.32851e+08,2,4.66329,0.01,26389,29040,1.28782e+11,huber,20.6632,4.59145e+11,16
91,pbjacobi,7.81144e-07,7811.44,4.65701e+08,2,4.68107,0.01,26389,29040,1.28892e+11,huber,20.8524,4.62925e+11,16
92,pbjacobi,7.81144e-07,7811.44,1.86281e+09,2,4.69891,0.01,26389,29040,1.29002e+11,huber,21.0411,4.66706e+11,16
93,pbjacobi,7.81144e-07,7811.44,1.49024e+10,2,4.71668,0.01,26389,29040,1.29112e+11,huber,21.2298,4.70487e+11,16
94,pbjacobi,7.81144e-07,7811.44,2.38439e+11,2,4.73446,0.01,26389,29040,1.29222e+11,huber,21.4184,4.74267e+11,16
95,pbjacobi,7.81144e-07,7811.44,7.63005e+12,2,4.75225,0.01,26389,29040,1.29332e+11,huber,21.6071,4.78048e+11,16
96,pbjacobi,7.81144e-07,7811.44,4.88323e+14,2,4.77002,0.01,26389,29040,1.29442e+11,huber,21.7961,4.81828e+11,16
97,pbjacobi,7.81144e-07,7811.44,6.25054e+16,2,4.78775,0.01,26389,29040,1.29552e+11,huber,21.9844,4.85609e+11,16
98,pbjacobi,7.81144e-07,7811.44,1.60014e+19,2,4.80549,0.01,26389,29040,1.29662e+11,huber,22.1728,4.8939e+11,16
99,pbjacobi,7.81144e-07,7811.44,8.19271e+21,2,4.82329,0.01,26389,29040,1.29771e+11,huber,22.3616,4.9317e+11,16
100,pbjacobi,7.81144e-07,7811.44,8.38933e+24,2,4.84109,0.01,26389,29040,1.29881e+11,huber,22.5504,4.96951e+11,16
