problem,solver,cost,gradient_norm_l2,damping,iters,cumulative_inner_solve_time,eta,cameras,points,cumulative_inner_solve_flops,loss,cumulative_solve_time,cumulative_solve_flops,nodes
64,pbjacobi,7.82275e-07,0.000498395,5524.15,2,3.19331,0.01,26389,29040,1.25455e+11,huber,9.57071,3.6038e+11,32
65,pbjacobi,7.82275e-07,0.000498394,7402.16,2,3.20169,0.01,26389,29040,1.25565e+11,huber,9.6722,3.6416e+11,32
66,pbjacobi,7.82275e-07,0.000498394,9942.53,2,3.21181,0.01,26389,29040,1.25675e+11,huber,9.77587,3.67941e+11,32
67,pbjacobi,7.82275e-07,0.000498395,13292.8,2,3.22003,0.01,26389,29040,1.25785e+11,huber,9.87742,3.71721e+11,32
68,pbjacobi,7.82275e-07,0.000498395,17946,2,3.22814,0.01,26389,29040,1.25895e+11,huber,9.97881,3.75502e+11,32
69,pbjacobi,7.82275e-07,0.000498395,24006.3,2,3.23622,0.01,26389,29040,1.26005e+11,huber,10.08,3.79283e+11,32
70,pbjacobi,7.82275e-07,0.000498395,31999.1,2,3.24429,0.01,26389,29040,1.26115e+11,huber,10.1817,3.83063e+11,32
71,pbjacobi,7.82275e-07,0.000498395,43317.1,2,3.25255,0.01,26389,29040,1.26224e+11,huber,10.2833,3.86844e+11,32
72,pbjacobi,7.82275e-07,0.000498395,56811.2,2,3.26081,0.01,26389,29040,1.26334e+11,huber,10.3847,3.90625e+11,32
73,pbjacobi,7.82275e-07,0.000498395,75059.7,2,3.26925,0.01,26389,29040,1.26444e+11,huber,10.4868,3.94405e+11,32
74,pbjacobi,7.82275e-07,0.000498396,103683,2,3.27736,0.01,26389,29040,1.26554e+11,huber,10.5878,3.98186e+11,32
75,pbjacobi,7.82275e-07,0.000498396,140849,2,3.28574,0.01,26389,29040,1.26664e+11,huber,10.6902,4.01966e+11,32
76,pbjacobi,7.82275e-07,0.000498397,198092,2,3.29393,0.01,26389,29040,1.26774e+11,huber,10.7922,4.05747e+11,32
77,pbjacobi,7.82275e-07,0.000498398,235677,2,3.30193,0.01,26389,29040,1.26884e+11,huber,10.8936,4.09528e+11,32
78,pbjacobi,7.82275e-07,0.000498398,365252,2,3.31006,0.01,26389,29040,1.26994e+11,huber,10.9949,4.13308e+11,32
79,pbjacobi,7.82275e-07,0.000498399,493036,2,3.31813,0.01,26389,29040,1.27104e+11,huber,11.0961,4.17089e+11,32
80,pbjacobi,7.82275e-07,0.000498399,674785,2,3.32643,0.01,26389,29040,1.27214e+11,huber,11.1982,4.20869e+11,32
81,pbjacobi,7.82275e-07,0.000498399,1.02647e+06,2,3.33453,0.01,26389,29040,1.27324e+11,huber,11.3002,4.2465e+11,32
82,pbjacobi,7.82275e-07,0.0004984,1.44031e+06,2,3.34266,0.01,26389,29040,1.27434e+11,huber,11.4013,4.28431e+11,32
83,pbjacobi,7.82275e-07,7822.75,2.88061e+06,2,3.35102,0.01,26389,29040,1.27544e+11,huber,11.503,4.32211e+11,32
84,pbjacobi,7.82275e-07,7822.75,1.15225e+07,2,3.35932,0.01,26389,29040,1.27653e+11,huber,11.605,4.35992e+11,32
85,pbjacobi,7.82275e-07,7822.75,9.21796e+07,2,3.36754,0.01,26389,29040,1.27763e+11,huber,11.7061,4.39773e+11,32
86,pbjacobi,7.82275e-07,0.0004984,6.67134e+07,2,3.37561,0.01,26389,29040,1.27873e+11,huber,11.8069,4.43553e+11,32
87,pbjacobi,7.82275e-07,7822.75,1.33427e+08,2,3.38365,0.01,26389,29040,1.27983e+11,huber,11.9085,4.47334e+11,32
88,pbjacobi,7.82275e-07,7822.75,5.33708e+08,2,3.39174,0.01,26389,29040,1.28093e+11,huber,12.0098,4.51114e+11,32
89,pbjacobi,7.82275e-07,7822.75,4.26966e+09,2,3.40098,0.01,26389,29040,1.28203e+11,huber,12.1124,4.54895e+11,32
90,pbjacobi,7.82275e-07,0.0004984,4.54177e+09,2,3.40901,0.01,26389,29040,1.28313e+11,huber,12.2132,4.58676e+11,32
91,pbjacobi,7.82275e-07,7822.75,9.08353e+09,2,3.4171,0.01,26389,29040,1.28423e+11,huber,12.3144,4.62456e+11,32
92,pbjacobi,7.82275e-07,7822.75,3.63341e+10,2,3.42529,0.01,26389,29040,1.28533e+11,huber,12.4154,4.66237e+11,32
93,pbjacobi,7.82275e-07,0.0004984,1.21114e+10,2,3.43388,0.01,26389,29040,1.28643e+11,huber,12.5171,4.70018e+11,32
94,pbjacobi,7.82275e-07,7822.75,2.42227e+10,2,3.44196,0.01,26389,29040,1.28753e+11,huber,12.6185,4.73798e+11,32
95,pbjacobi,7.82275e-07,7822.75,9.6891e+10,2,3.44999,0.01,26389,29040,1.28863e+11,huber,12.7192,4.77579e+11,32
96,pbjacobi,7.82275e-07,7822.75,7.75128e+11,2,3.45811,0.01,26389,29040,1.28973e+11,huber,12.8216,4.81359e+11,32
97,pbjacobi,7.82275e-07,7822.75,1.2402e+13,2,3.46731,0.01,26389,29040,1.29082e+11,huber,12.9293,4.8514e+11,32
98,pbjacobi,7.82275e-07,7822.75,3.96865e+14,2,3.4756,0.01,26389,29040,1.29192e+11,huber,13.0303,4.88921e+11,32
99,pbjacobi,7.82275e-07,7822.75,2.53994e+16,2,3.48368,0.01,26389,29040,1.29302e+11,huber,13.1311,4.92701e+11,32
100,pbjacobi,7.82275e-07,7822.75,3.25112e+18,2,3.49191,0.01,26389,29040,1.29412e+11,huber,13.2335,4.96482e+11,32
